"EventID","PDGcode","nopflash","flash","flash_time","flashPE","maxhitamp","meanhitamp","maxhitarea","meanhitarea","maxhitwidth","meanhitwidth","maxhitPE","meanhitPE","maxhitrisetime","meanhitrisetime"
2,"pion",1,0,0.00102772,7232.45,3568.75,63.452,145986,868.763,1.326,0.0444781,729.93,4.34382,0.072,0.00465826
3,"pion",1,0,0.00202772,10024.9,5354.06,66.9476,364664,1289.38,2.146,0.0480553,1823.32,6.44688,0.042,0.00461222
4,"pion",1,0,0.00138285,14528.4,6059.4,71.2646,303941,1326.19,2.2,0.0489694,1519.7,6.63096,0.674,0.00528891
5,"pion",1,0,0.856457,2395.4,1727.76,57.7268,45205.9,634.544,0.478,0.0410993,226.03,3.17272,0.026,0.00440265
6,"pion",1,0,0.00136105,10543.3,4708.99,71.0043,173567,1069.3,1.224,0.0469716,867.836,5.34651,0.068,0.0048144
7,"pion",1,0,0.00102772,5303.74,2173.24,61.8872,171816,882.486,1.826,0.0448869,859.078,4.41243,0.286,0.00488686
8,"pion",1,0,0.00229428,8932.17,4508.47,64.9379,254349,1128.51,1.964,0.0464536,1271.75,5.64256,0.662,0.00498926
9,"pion",2,0,0.00166626,12838.6,6802.1,72.1911,602570,1647.03,3.332,0.0495446,3012.85,8.23517,0.09,0.00478512
10,"pion",1,0,0.226457,1759.37,1301.98,56.2888,28100.8,562.997,0.292,0.0399456,140.504,2.81498,0.096,0.0046688
11,"pion",1,0,0.0014571,23940.4,12122,93.6622,529694,2128.03,3.18,0.0536524,2648.47,10.6402,0.06,0.00470133
12,"pion",1,0,0.00162762,8929.72,4159.94,66.6274,143057,951.489,1.252,0.0451934,715.285,4.75744,0.17,0.00478849
13,"pion",1,0,0.00178998,18996.1,10324.6,84.1563,517001,1808.3,3.076,0.0506721,2585,9.04148,0.154,0.00484817
14,"pion",3,0,0.00327167,28379,11446.7,89.2517,564732,2191.43,3.166,0.0537181,2823.66,10.9571,0.088,0.00487027
15,"pion",1,0,0.00195251,12052,6337.68,71.8988,295341,1285.54,2.088,0.0483221,1476.71,6.42772,0.142,0.004864
16,"pion",2,0,91.3822,89.3735,121.57,44.9918,931.54,302.961,0.044,0.034339,4.6577,1.51481,0.008,0.0040339
17,"pion",1,0,0.0014571,8482.6,4463.15,65.3509,230602,1069.68,1.982,0.0460202,1153.01,5.34842,0.174,0.00477049
18,"pion",1,0,1.18239,3337.31,2822.18,62.132,65168.1,707.057,0.66,0.0413623,325.841,3.53528,0.038,0.00452542
19,"pion",1,0,0.000977628,18084.1,6368.79,74.7266,405784,1490.24,3.12,0.0498377,2028.92,7.45121,0.314,0.00490647
20,"pion",1,0,0.00301317,27426.4,13837,93.4589,746525,2359.26,3.334,0.0533505,3732.63,11.7963,0.11,0.00473634
1,"pion",1,0,0.000952506,7232.41,3358.68,64.2931,138814,854.895,1.406,0.0440165,694.068,4.27448,0.184,0.00457801
2,"pion",1,0,0.427013,6283.49,5016.4,58.0624,338450,1015.1,2.302,0.0453086,1692.25,5.07552,0.44,0.00564459
3,"pion",1,0,0.00313207,9497.87,5438.69,66.8135,309130,1234.29,2.466,0.0479389,1545.65,6.17146,0.114,0.00473424
4,"pion",1,0,0.0014571,18503.8,10062,82.9966,523181,1753.91,2.52,0.0512502,2615.91,8.76956,0.228,0.00490806
5,"pion",1,0,1.80479,967.136,733.84,49.8708,14056.6,429.838,0.222,0.0367111,70.2828,2.14919,0.018,0.00427111
6,"pion",3,0,0.00229428,14902.3,11299.2,81.9075,463538,1626.89,2.148,0.049143,2317.69,8.13443,0.274,0.00476747
7,"pion",1,0,0.00301317,5766.11,2647.26,62.7199,191667,965.848,1.608,0.0449246,958.335,4.82924,0.348,0.00522781
8,"pion",1,0,0.00129428,10112.6,4681.74,66.8423,251973,1294,1.916,0.0483749,1259.87,6.46999,0.104,0.00475496
9,"pion",1,0,0.00296095,10647.1,5088.07,69.3055,290221,1243.09,2.03,0.0471278,1451.11,6.21546,0.354,0.00488733
10,"pion",1,0,0.646764,2916.1,2178.76,59.6026,54053.4,691.839,0.522,0.0409917,270.267,3.45919,0.13,0.00455516
11,"pion",1,0,0.00127167,14662.9,5448.95,72.6767,288654,1405.84,2.34,0.0498639,1443.27,7.02922,0.086,0.00462895
12,"pion",2,0,0.00129428,14592.3,9555.83,78.816,413589,1545.79,2.902,0.0490953,2067.94,7.72895,0.112,0.00468856
13,"pion",2,0,0.0028217,15917.9,10849,84.7875,484373,1811.94,2.336,0.0492943,2421.86,9.05971,0.066,0.00458623
14,"pion",3,0,393.727,1133.7,700.43,53.6674,10273.1,477.348,0.134,0.0380084,51.3654,2.38674,0.048,0.00442105
15,"pion",3,0,1029.14,1843.77,7344.92,74.9214,212839,1213.01,1.628,0.0441645,1064.19,6.06504,0.028,0.00426974
16,"pion",1,0,0.00274758,24450.6,7488.27,82.0175,480740,1919.2,2.726,0.0551295,2403.7,9.59599,0.204,0.00508399
17,"pion",1,0,0.00213207,7580.13,3718.74,64.2195,241241,1016.1,2.276,0.0461662,1206.2,5.08052,0.47,0.00538874
18,"pion",1,0,3.96301,1777.51,2151.53,60.0561,37260.6,622.595,0.338,0.039972,186.303,3.11298,0.066,0.00445884
