EventID,PDGcode,nopflash,flash,flash_time,flashPE,maxhitamp,meanhitamp,maxhitarea,meanhitarea,maxhitwidth,meanhitwidth,maxhitPE,meanhitPE,maxhitrisetime,meanhitrisetime
19,211,3,2,882.732,91.2963,6468.28,77.0194,313109,1531.24,2.268,0.05051,1565.54,7.65619,0.088,0.00473073
20,211,4,0,779.215,699.268,761.35,49.7099,8352.4,397.311,0.098,0.035858,41.762,1.98656,0.01,0.00422727
20,211,4,1,0.00229428,20391,761.35,49.7099,8352.4,397.311,0.098,0.035858,41.762,1.98656,0.01,0.00422727
20,211,4,2,329.171,321.086,761.35,49.7099,8352.4,397.311,0.098,0.035858,41.762,1.98656,0.01,0.00422727
20,211,4,3,842.686,79.947,761.35,49.7099,8352.4,397.311,0.098,0.035858,41.762,1.98656,0.01,0.00422727
1,211,1,0,2.15576,2911.52,1351.5,56.4377,56513,659.462,0.808,0.0417214,282.565,3.29731,0.112,0.00463873
2,211,2,0,0.00129428,4556.63,3279.42,61.2683,122512,850.912,0.964,0.0433128,612.558,4.25456,0.026,0.00439402
2,211,2,1,8.56696,3103.92,3279.42,61.2683,122512,850.912,0.964,0.0433128,612.558,4.25456,0.026,0.00439402
3,211,1,0,0.00195251,9481.75,4146.84,64.4797,242940,1169.14,2.146,0.0473539,1214.7,5.84571,0.112,0.00459803
4,211,1,0,0.00245665,13905.8,5888.86,70.1377,280945,1206.58,2.352,0.0476694,1404.72,6.03288,0.122,0.00470976
5,211,1,0,1.09629,3174.39,3468.83,62.8906,87043.2,813.946,0.79,0.0440128,435.216,4.06973,0.074,0.00454103
6,211,1,0,0.000977628,9206.3,4311.43,67.7464,207174,1095.34,1.79,0.0461356,1035.87,5.47668,0.166,0.00480071
7,211,1,0,0.00201317,4381.93,2578.09,59.8635,139805,832.276,1.374,0.0436182,699.027,4.16138,0.18,0.0045717
8,211,1,0,2.77167e-05,8634.89,4362.9,66.3646,282487,1026.13,2.81,0.0462852,1412.43,5.13066,0.704,0.00530362
9,211,3,0,-2.23724e-05,8560.92,5778.06,65.171,236711,915.117,1.784,0.0438151,1183.55,4.57559,0.104,0.00477071
9,211,3,1,833.837,345.5,5778.06,65.171,236711,915.117,1.784,0.0438151,1183.55,4.57559,0.104,0.00477071
9,211,3,2,184.523,1051.44,5778.06,65.171,236711,915.117,1.784,0.0438151,1183.55,4.57559,0.104,0.00477071
10,211,1,0,0.541488,3870.44,3458.7,63.5596,94709.7,820.009,0.978,0.0432754,473.549,4.10005,0.068,0.00481144
11,211,2,0,0.00245251,23707.1,11377.5,88.9894,531603,2046.36,2.92,0.0531817,2658.01,10.2318,0.14,0.00472249
11,211,2,1,284.395,852.466,11377.5,88.9894,531603,2046.36,2.92,0.0531817,2658.01,10.2318,0.14,0.00472249
12,211,1,0,0.00127167,9226.14,3652.26,64.8573,187148,900.111,1.87,0.0444917,935.739,4.50055,0.062,0.00468195
13,211,1,0,0.00195251,10719,5669.84,67.82,288552,1196.98,2.636,0.046986,1442.76,5.9849,0.132,0.00485874
14,211,2,0,0.00177167,27936.4,11782.4,95.9445,586643,2249.31,3.048,0.0537697,2933.22,11.2465,0.256,0.00500966
14,211,2,1,1433.6,501.263,11782.4,95.9445,586643,2249.31,3.048,0.0537697,2933.22,11.2465,0.256,0.00500966
15,211,1,0,0.00276375,17071.2,7505.57,75.4015,479040,1500.77,3.288,0.0499903,2395.2,7.50383,0.354,0.00495033
16,211,2,0,0.00171618,25275,10808.2,89.5311,555787,2091.43,2.868,0.0533281,2778.93,10.4572,0.06,0.00484981
16,211,2,1,217.803,70.2597,10808.2,89.5311,555787,2091.43,2.868,0.0533281,2778.93,10.4572,0.06,0.00484981
17,211,1,0,0.00112332,13642.8,11523.3,81.2626,581790,1573.57,3.062,0.0489781,2908.95,7.86784,0.056,0.0047451
18,211,1,0,0.460097,3838.58,2481.43,63.0553,66521,784.183,1.09,0.042907,332.605,3.92091,0.174,0.0048335
19,211,4,0,0.0014571,20868.9,8166.23,83.1773,377055,1804.49,2.738,0.0522888,1885.28,9.02246,0.086,0.00488975
19,211,4,1,119.852,1936.81,8166.23,83.1773,377055,1804.49,2.738,0.0522888,1885.28,9.02246,0.086,0.00488975
19,211,4,2,1146.06,229.556,8166.23,83.1773,377055,1804.49,2.738,0.0522888,1885.28,9.02246,0.086,0.00488975
19,211,4,3,1289.91,120.992,8166.23,83.1773,377055,1804.49,2.738,0.0522888,1885.28,9.02246,0.086,0.00488975
20,211,2,0,0.00209709,21022.8,13171,87.8368,666026,2040.06,3.02,0.0517225,3330.13,10.2003,0.13,0.00483746
20,211,2,1,1224.83,493.964,13171,87.8368,666026,2040.06,3.02,0.0517225,3330.13,10.2003,0.13,0.00483746
1,211,1,0,0.000952506,7124.91,3737.41,63.8387,129582,840.698,1.304,0.0433746,647.91,4.20349,0.044,0.00470324
2,211,1,0,0.00178998,5703.87,3558.74,63.1148,160883,950.644,1.242,0.045085,804.415,4.75322,0.12,0.00476333
3,211,1,0,0.00129428,9656.66,4597.76,66.8026,274644,1128.11,2.21,0.0462313,1373.22,5.64057,0.35,0.0049264
4,211,2,0,0.000716185,14704.8,5945.31,71.7912,275466,1167.98,2.222,0.0465862,1377.33,5.83988,0.1,0.00474821
4,211,2,1,8.43571,464.158,5945.31,71.7912,275466,1167.98,2.222,0.0465862,1377.33,5.83988,0.1,0.00474821
5,211,1,0,0.933294,2348.59,3084.09,60.1759,52100.9,672.948,0.552,0.040894,260.505,3.36474,0.024,0.00434384
6,211,1,0,0.00229428,10297.7,5373.62,68.6404,195545,1012.06,1.692,0.0455204,977.727,5.06031,0.274,0.00471155
7,211,1,0,0.915764,2410.63,1898.35,55.1028,42596.8,634.376,0.568,0.0410079,212.984,3.17188,0.048,0.00441316
8,211,1,0,0.000271668,7011.55,3694.47,63.4824,198122,894.901,1.914,0.0441659,990.61,4.47451,0.094,0.00461264
9,211,1,0,0.00195251,10797.9,5879.13,69.685,251632,1218.03,2.104,0.0473649,1258.16,6.09016,0.068,0.00464862
10,211,1,0,1.75095,2058.24,2409.91,56.9215,57153.8,616.241,0.552,0.0401916,285.769,3.0812,0.036,0.00435629
11,211,1,0,0.0014571,14562.1,5217.28,73.5984,327955,1391.5,2.548,0.0501252,1639.78,6.95752,0.174,0.00511132
12,211,1,0,0.000457103,8642.78,4260.1,63.9761,152408,882.366,1.444,0.0441174,762.038,4.41183,0.122,0.00464829
13,211,1,0,0.00195251,10376.1,5060.11,69.3148,257441,1150.98,2.116,0.0471514,1287.2,5.75491,0.048,0.00463783
14,211,2,0,0.00124501,25320.3,14241.1,87.3982,757506,2023.2,3.042,0.0526009,3787.53,10.116,0.26,0.0050867
14,211,2,1,1450.83,1310.38,14241.1,87.3982,757506,2023.2,3.042,0.0526009,3787.53,10.116,0.26,0.0050867
15,211,1,0,0.0019571,22785.3,10427.7,87.5544,474526,1906.72,2.33,0.0518293,2372.63,9.53358,0.116,0.00489874
16,211,3,0,0.0342197,99.5421,160.515,42.1178,1084.82,284.406,0.056,0.0338,5.42408,1.42203,0.008,0.00417143
16,211,3,1,0.000911675,21004.4,160.515,42.1178,1084.82,284.406,0.056,0.0338,5.42408,1.42203,0.008,0.00417143
16,211,3,2,1011.74,214.191,160.515,42.1178,1084.82,284.406,0.056,0.0338,5.42408,1.42203,0.008,0.00417143
17,211,1,0,0.00195251,8635.71,4377.48,64.6648,267694,1016.56,2.108,0.0453879,1338.47,5.08282,0.206,0.00489111
18,211,1,0,0.0939525,2179.73,1937.01,54.9753,68695.1,621.006,0.818,0.0411168,343.476,3.10503,0.104,0.00452991
19,211,2,0,0.00202772,22782,11522.8,88.2281,572263,1929.86,3.086,0.0517518,2861.31,9.6493,0.072,0.00494113
19,211,2,1,8.12172,534.658,11522.8,88.2281,572263,1929.86,3.086,0.0517518,2861.31,9.6493,0.072,0.00494113
20,211,2,0,0.00178998,17640,10354.5,85.3874,518576,1787.23,3.046,0.0505522,2592.88,8.93616,0.112,0.00482168
20,211,2,1,747.652,1051.69,10354.5,85.3874,518576,1787.23,3.046,0.0505522,2592.88,8.93616,0.112,0.00482168
1,211,1,0,0.00102772,7516.25,3286.36,62.6539,221580,1060.87,1.668,0.0459534,1107.9,5.30434,0.246,0.00495695
2,211,2,0,0.00248836,11434.9,12706.5,79.3279,575687,1575.05,3,0.0485978,2878.44,7.87527,0.106,0.00479614
2,211,2,1,538.077,185.824,12706.5,79.3279,575687,1575.05,3,0.0485978,2878.44,7.87527,0.106,0.00479614
3,211,1,0,0.00229428,10676.4,5632.54,70.03,166536,1168.1,1.738,0.0476707,832.681,5.8405,0.146,0.00490044
4,211,1,0,0.000977628,10846.7,4875.59,69.5054,237907,1223.55,2.1,0.0478488,1189.53,6.11773,0.046,0.00469261
5,211,1,0,2.84501,3067.34,4612.36,63.4743,120589,781.488,1.126,0.0418446,602.943,3.90744,0.088,0.00463439
6,211,3,0,0.00162762,10253,8076.64,73.2265,389599,1334.16,2.302,0.0472088,1947.99,6.67078,0.052,0.00470657
6,211,3,1,510.753,473.455,8076.64,73.2265,389599,1334.16,2.302,0.0472088,1947.99,6.67078,0.052,0.00470657
6,211,3,2,540.258,219.496,8076.64,73.2265,389599,1334.16,2.302,0.0472088,1947.99,6.67078,0.052,0.00470657
7,211,2,0,0.00102772,4085.24,2581.51,61.2242,96198,731.467,1.132,0.0419176,480.99,3.65733,0.042,0.00445479
7,211,2,1,8.25495,468.855,2581.51,61.2242,96198,731.467,1.132,0.0419176,480.99,3.65733,0.042,0.00445479
8,211,1,0,0.000952506,8203.01,3435.92,64.2301,150699,906.911,1.558,0.0450149,753.494,4.53456,0.142,0.00460807
9,211,1,0,0.00212377,11993.1,5584.82,69.3031,293719,1258.46,2.326,0.0483263,1468.6,6.29231,0.12,0.00472613
